"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_540","motif_202","0.576","0.939","1210.7188","None","None"
"document_540","motif_198","0.354","0.619","1210.7188","None","None"
"document_540","motif_7","0.070","0.439","1210.7188","None","None"
"document_541","motif_91","0.807","0.470","386.2368","None","None"
"document_541","motif_95","0.087","0.499","386.2368","None","None"
"document_542","motif_243","0.998","0.532","231.9700","None","None"
"document_543","motif_228","0.957","0.169","255.1368","None","None"
"document_544","motif_91","0.490","0.462","372.2213","None","None"
"document_544","motif_71","0.192","0.864","372.2213","None","None"
"document_544","motif_100","0.104","0.254","372.2213","None","None"
"document_544","motif_202","0.097","0.942","372.2213","None","None"
"document_545","motif_84","0.336","0.624","436.2585","None","None"
"document_545","motif_220","0.234","0.596","436.2585","None","None"
"document_545","motif_43","0.223","0.081","436.2585","None","None"
"document_545","motif_110","0.072","0.459","436.2585","None","None"
"document_545","motif_137","0.070","0.615","436.2585","None","None"
"document_546","motif_217","0.398","0.555","294.2047","None","None"
"document_546","motif_33","0.334","0.443","294.2047","None","None"
"document_546","motif_342","0.143","0.212","294.2047","None","None"
"document_547","motif_121","0.850","0.079","290.9264","None","None"
"document_547","motif_1","0.142","0.183","290.9264","None","None"
"document_548","motif_229","0.849","0.115","383.3978","None","None"
"document_548","motif_264","0.151","0.271","383.3978","None","None"
"document_549","motif_233","0.859","0.071","329.0035","None","None"
"document_549","motif_177","0.074","0.278","329.0035","None","None"
"document_55","motif_336","0.490","0.685","325.1993","None","None"
"document_55","motif_54","0.460","0.506","325.1993","None","None"
"document_550","motif_211","0.583","0.750","680.4773","None","None"
"document_550","motif_15","0.279","0.400","680.4773","None","None"
"document_550","motif_284","0.088","0.380","680.4773","None","None"
"document_551","motif_347","0.658","0.129","395.3615","None","None"
"document_551","motif_371","0.128","0.916","395.3615","None","None"
"document_552","motif_118","0.558","0.041","234.1609","None","None"
"document_552","motif_141","0.175","0.387","234.1609","None","None"
"document_552","motif_136","0.115","0.278","234.1609","None","None"
"document_553","motif_26","0.873","0.777","924.2659","None","None"
"document_553","motif_316","0.109","0.435","924.2659","None","None"
"document_554","motif_363","0.424","0.235","284.1689","None","None"
"document_554","motif_71","0.370","0.808","284.1689","None","None"
"document_554","motif_202","0.092","0.925","284.1689","None","None"
"document_554","motif_47","0.067","0.936","284.1689","None","None"
"document_555","motif_317","0.353","0.190","286.2361","None","None"
"document_555","motif_96","0.239","0.836","286.2361","None","None"
"document_555","motif_153","0.136","0.422","286.2361","None","None"
"document_555","motif_110","0.064","0.655","286.2361","None","None"
"document_556","motif_202","0.395","0.858","438.3767","None","None"
"document_556","motif_239","0.193","0.200","438.3767","None","None"
"document_556","motif_335","0.115","0.376","438.3767","None","None"
"document_556","motif_230","0.101","0.815","438.3767","None","None"
"document_556","motif_47","0.093","0.929","438.3767","None","None"
"document_556","motif_255","0.066","0.111","438.3767","None","None"
"document_557","motif_396","0.633","0.639","442.3354","None","None"
"document_557","motif_345","0.106","0.406","442.3354","None","None"
"document_557","motif_91","0.069","0.084","442.3354","None","None"
"document_558","motif_84","0.350","0.625","434.2607","None","None"
"document_558","motif_78","0.236","0.162","434.2607","None","None"
"document_558","motif_220","0.224","0.586","434.2607","None","None"
"document_558","motif_110","0.069","0.472","434.2607","None","None"
"document_558","motif_137","0.066","0.613","434.2607","None","None"
"document_559","motif_202","0.850","0.969","740.4607","None","None"
"document_559","motif_7","0.150","0.718","740.4607","None","None"
"document_56","motif_92","1.000","0.390","288.9205","None","None"
"document_560","motif_202","0.511","0.826","371.2260","None","None"
"document_560","motif_191","0.338","0.062","371.2260","None","None"
"document_560","motif_390","0.079","0.099","371.2260","None","None"
"document_561","motif_317","0.461","0.183","254.2103","None","None"
"document_561","motif_342","0.188","0.345","254.2103","None","None"
"document_561","motif_398","0.074","0.286","254.2103","None","None"
"document_561","motif_110","0.071","0.448","254.2103","None","None"
"document_561","motif_137","0.051","0.730","254.2103","None","None"
"document_562","motif_388","0.856","0.338","546.4043","None","None"
"document_562","motif_15","0.144","0.372","546.4043","None","None"
"document_563","motif_166","0.618","0.576","213.1840","None","None"
"document_563","motif_137","0.157","0.798","213.1840","None","None"
"document_563","motif_110","0.103","0.512","213.1840","None","None"
"document_563","motif_220","0.073","0.408","213.1840","None","None"
"document_564","motif_396","0.815","0.582","326.2521","None","None"
"document_564","motif_47","0.143","0.919","326.2521","None","None"
"document_565","motif_364","0.551","0.445","328.9139","None","None"
"document_565","motif_79","0.449","0.398","328.9139","None","None"
"document_566","motif_242","0.316","0.069","478.9728","None","None"
"document_566","motif_95","0.176","0.438","478.9728","None","None"
"document_566","motif_329","0.160","0.460","478.9728","None","None"
"document_566","motif_202","0.110","0.504","478.9728","None","None"
"document_566","motif_108","0.093","0.225","478.9728","None","None"
"document_567","motif_360","0.999","0.026","320.2557","None","None"
"document_568","motif_71","0.531","0.839","1004.6050","None","None"
"document_568","motif_202","0.263","0.659","1004.6050","None","None"
"document_568","motif_329","0.201","0.388","1004.6050","None","None"
"document_569","motif_396","0.881","0.674","1096.8114","None","None"
"document_569","motif_7","0.100","0.718","1096.8114","None","None"
"document_57","motif_364","0.770","0.470","287.8873","None","None"
"document_57","motif_243","0.119","0.385","287.8873","None","None"
"document_57","motif_112","0.109","0.161","287.8873","None","None"
"document_570","motif_342","0.587","0.766","256.2259","None","None"
"document_570","motif_220","0.275","0.714","256.2259","None","None"
"document_570","motif_137","0.070","0.677","256.2259","None","None"
"document_571","motif_76","0.714","0.211","385.2145","None","None"
"document_571","motif_152","0.137","0.593","385.2145","None","None"
"document_571","motif_308","0.092","0.410","385.2145","None","None"
"document_572","motif_172","0.833","0.055","315.1208","None","None"
"document_572","motif_308","0.069","0.407","315.1208","None","None"
"document_573","motif_26","0.740","0.859","642.2079","None","None"
"document_573","motif_63","0.163","0.053","642.2079","None","None"
"document_573","motif_316","0.095","0.436","642.2079","None","None"
"document_574","motif_71","0.504","0.828","1048.6298","None","None"
"document_574","motif_202","0.280","0.678","1048.6298","None","None"
"document_574","motif_329","0.195","0.359","1048.6298","None","None"
"document_575","motif_370","0.732","0.138","739.4536","None","None"
"document_575","motif_202","0.233","0.937","739.4536","None","None"
"document_576","motif_75","0.401","0.212","212.1636","None","None"
"document_576","motif_88","0.244","0.445","212.1636","None","None"
"document_576","motif_110","0.172","0.854","212.1636","None","None"
"document_576","motif_59","0.077","0.462","212.1636","None","None"
"document_576","motif_28","0.063","0.713","212.1636","None","None"
"document_577","motif_166","0.483","0.088","193.1426","None","None"
"document_577","motif_396","0.369","0.299","193.1426","None","None"
"document_577","motif_300","0.095","0.069","193.1426","None","None"
"document_577","motif_71","0.053","0.772","193.1426","None","None"
"document_578","motif_107","0.858","0.301","253.1786","None","None"
"document_578","motif_180","0.117","0.376","253.1786","None","None"
"document_579","motif_26","0.834","0.826","704.1895","None","None"
"document_579","motif_316","0.166","0.435","704.1895","None","None"
"document_58","motif_202","0.496","0.837","424.3613","None","None"
"document_58","motif_255","0.110","0.145","424.3613","None","None"
"document_58","motif_230","0.095","0.794","424.3613","None","None"
"document_58","motif_47","0.070","0.923","424.3613","None","None"
"document_58","motif_103","0.064","0.026","424.3613","None","None"
"document_58","motif_335","0.054","0.307","424.3613","None","None"
"document_58","motif_15","0.053","0.372","424.3613","None","None"
"document_580","motif_88","0.816","0.116","222.1117","None","None"
"document_581","motif_26","0.740","0.826","630.1711","None","None"
"document_581","motif_119","0.259","0.463","630.1711","None","None"
"document_582","motif_247","0.967","0.302","343.1871","None","None"
"document_583","motif_211","0.619","0.828","663.4507","None","None"
"document_583","motif_353","0.199","0.374","663.4507","None","None"
"document_583","motif_180","0.116","0.357","663.4507","None","None"
"document_583","motif_152","0.065","0.559","663.4507","None","None"
"document_584","motif_34","0.488","0.373","324.2880","None","None"
"document_584","motif_220","0.143","0.547","324.2880","None","None"
"document_584","motif_137","0.124","0.759","324.2880","None","None"
"document_584","motif_47","0.096","0.899","324.2880","None","None"
"document_585","motif_184","0.911","0.732","288.2519","None","None"
"document_585","motif_252","0.066","0.531","288.2519","None","None"
"document_586","motif_202","0.493","0.929","1254.7456","None","None"
"document_586","motif_198","0.484","0.557","1254.7456","None","None"
"document_587","motif_22","0.464","0.100","408.2497","None","None"
"document_587","motif_127","0.204","0.238","408.2497","None","None"
"document_587","motif_329","0.176","0.655","408.2497","None","None"
"document_587","motif_198","0.085","0.617","408.2497","None","None"
"document_588","motif_345","0.900","0.066","385.2146","None","None"
"document_589","motif_117","0.286","0.694","372.2577","None","None"
"document_589","motif_91","0.234","0.126","372.2577","None","None"
"document_589","motif_255","0.232","0.243","372.2577","None","None"
"document_589","motif_202","0.147","0.563","372.2577","None","None"
"document_589","motif_100","0.074","0.074","372.2577","None","None"
"document_59","motif_396","0.778","0.014","213.1409","None","None"
"document_59","motif_385","0.065","0.106","213.1409","None","None"
"document_59","motif_371","0.061","0.912","213.1409","None","None"
"document_590","motif_139","0.588","0.123","506.3370","None","None"
"document_590","motif_284","0.111","0.380","506.3370","None","None"
"document_590","motif_33","0.075","0.431","506.3370","None","None"
"document_590","motif_15","0.058","0.372","506.3370","None","None"
"document_591","motif_91","0.309","0.354","416.2473","None","None"
"document_591","motif_71","0.300","0.850","416.2473","None","None"
"document_591","motif_202","0.153","0.961","416.2473","None","None"
"document_591","motif_383","0.102","0.278","416.2473","None","None"
"document_592","motif_334","0.267","0.410","380.3357","None","None"
"document_592","motif_202","0.215","0.873","380.3357","None","None"
"document_592","motif_71","0.153","0.847","380.3357","None","None"
"document_592","motif_15","0.121","0.376","380.3357","None","None"
"document_592","motif_230","0.121","0.831","380.3357","None","None"
"document_592","motif_47","0.085","0.932","380.3357","None","None"
"document_593","motif_109","0.514","0.538","372.3457","None","None"
"document_593","motif_220","0.280","0.640","372.3457","None","None"
"document_594","motif_248","0.999","0.081","305.1554","None","None"
"document_595","motif_334","0.375","0.413","408.3665","None","None"
"document_595","motif_202","0.355","0.853","408.3665","None","None"
"document_595","motif_230","0.080","0.779","408.3665","None","None"
"document_595","motif_117","0.078","0.654","408.3665","None","None"
"document_595","motif_354","0.065","0.306","408.3665","None","None"
"document_596","motif_71","0.526","0.835","1092.6562","None","None"
"document_596","motif_202","0.267","0.658","1092.6562","None","None"
"document_596","motif_329","0.188","0.368","1092.6562","None","None"
"document_597","motif_396","0.816","0.670","1038.7702","None","None"
"document_597","motif_7","0.079","0.718","1038.7702","None","None"
"document_598","motif_14","0.591","0.492","234.1326","None","None"
"document_598","motif_47","0.345","0.938","234.1326","None","None"
"document_598","motif_99","0.055","0.028","234.1326","None","None"
"document_599","motif_323","0.957","0.124","287.0796","None","None"
"document_6","motif_1","0.633","0.223","430.9120","None","None"
"document_6","motif_92","0.366","0.323","430.9120","None","None"
"document_60","motif_194","0.627","0.033","169.9766","None","None"
"document_60","motif_243","0.372","0.343","169.9766","None","None"
"document_600","motif_246","0.360","0.149","390.3115","None","None"
"document_600","motif_84","0.248","0.569","390.3115","None","None"
"document_600","motif_220","0.205","0.522","390.3115","None","None"
"document_600","motif_137","0.058","0.593","390.3115","None","None"
"document_600","motif_110","0.051","0.383","390.3115","None","None"
"document_601","motif_202","0.444","0.967","722.5018","None","None"
"document_601","motif_372","0.322","0.393","722.5018","None","None"
"document_601","motif_7","0.065","0.692","722.5018","None","None"
"document_601","motif_186","0.055","0.909","722.5018","None","None"
"document_602","motif_198","0.586","0.721","666.3879","None","None"
"document_602","motif_202","0.389","0.928","666.3879","None","None"
"document_603","motif_354","0.551","0.785","336.3090","None","None"
"document_603","motif_15","0.221","0.374","336.3090","None","None"
"document_603","motif_230","0.152","0.826","336.3090","None","None"
"document_603","motif_47","0.067","0.922","336.3090","None","None"
"document_604","motif_284","0.418","0.450","356.2779","None","None"
"document_604","motif_372","0.386","0.328","356.2779","None","None"
"document_604","motif_186","0.111","0.902","356.2779","None","None"
"document_604","motif_202","0.083","0.859","356.2779","None","None"
"document_605","motif_202","0.583","0.896","572.4342","None","None"
"document_605","motif_230","0.290","0.818","572.4342","None","None"
"document_605","motif_255","0.073","0.079","572.4342","None","None"
"document_606","motif_396","0.715","0.617","500.3771","None","None"
"document_606","motif_160","0.087","0.500","500.3771","None","None"
"document_606","motif_108","0.069","0.394","500.3771","None","None"
"document_607","motif_246","0.304","0.645","336.3244","None","None"
"document_607","motif_220","0.201","0.529","336.3244","None","None"
"document_607","motif_84","0.170","0.558","336.3244","None","None"
"document_607","motif_137","0.082","0.644","336.3244","None","None"
"document_607","motif_110","0.072","0.441","336.3244","None","None"
"document_608","motif_148","0.968","0.211","388.3405","None","None"
"document_609","motif_396","0.887","0.666","1154.8542","None","None"
"document_609","motif_7","0.093","0.719","1154.8542","None","None"
"document_61","motif_79","0.992","0.409","330.9141","None","None"
"document_610","motif_329","0.782","0.632","522.9988","None","None"
"document_610","motif_202","0.210","0.307","522.9988","None","None"
"document_611","motif_14","0.898","0.383","638.2980","None","None"
"document_611","motif_7","0.101","0.718","638.2980","None","None"
"document_612","motif_91","0.429","0.186","430.2629","None","None"
"document_612","motif_383","0.244","0.240","430.2629","None","None"
"document_612","motif_202","0.148","0.868","430.2629","None","None"
"document_612","motif_198","0.085","0.571","430.2629","None","None"
"document_613","motif_136","0.493","0.350","261.2523","None","None"
"document_613","motif_117","0.407","0.716","261.2523","None","None"
"document_613","motif_285","0.065","0.308","261.2523","None","None"
"document_614","motif_286","0.882","0.025","475.1430","None","None"
"document_614","motif_259","0.082","0.456","475.1430","None","None"
"document_615","motif_255","0.432","0.357","482.4027","None","None"
"document_615","motif_202","0.333","0.609","482.4027","None","None"
"document_615","motif_230","0.094","0.756","482.4027","None","None"
"document_615","motif_47","0.074","0.907","482.4027","None","None"
"document_616","motif_30","0.904","0.029","299.1085","None","None"
"document_616","motif_55","0.066","0.127","299.1085","None","None"
"document_617","motif_390","0.749","0.263","297.1526","None","None"
"document_617","motif_198","0.126","0.618","297.1526","None","None"
"document_617","motif_202","0.090","0.924","297.1526","None","None"
"document_618","motif_365","0.785","0.123","336.2152","None","None"
"document_618","motif_354","0.086","0.782","336.2152","None","None"
"document_619","motif_264","0.595","0.477","383.3614","None","None"
"document_619","motif_137","0.097","0.766","383.3614","None","None"
"document_619","motif_216","0.096","0.091","383.3614","None","None"
"document_619","motif_220","0.095","0.443","383.3614","None","None"
"document_619","motif_110","0.058","0.480","383.3614","None","None"
"document_62","motif_342","0.535","0.676","228.1948","None","None"
"document_62","motif_378","0.221","0.707","228.1948","None","None"
"document_62","motif_137","0.094","0.770","228.1948","None","None"
"document_620","motif_198","0.409","0.553","1078.6420","None","None"
"document_620","motif_329","0.364","0.481","1078.6420","None","None"
"document_620","motif_202","0.198","0.446","1078.6420","None","None"
"document_621","motif_106","0.931","0.069","308.2182","None","None"
"document_622","motif_14","0.804","0.421","466.2261","None","None"
"document_622","motif_7","0.193","0.720","466.2261","None","None"
"document_623","motif_14","0.999","0.274","724.3352","None","None"
"document_624","motif_307","0.927","0.038","409.1734","None","None"
"document_624","motif_10","0.052","0.665","409.1734","None","None"
"document_625","motif_249","0.973","0.033","228.2312","None","None"
"document_626","motif_356","0.879","0.597","610.6221","None","None"
"document_626","motif_117","0.115","0.649","610.6221","None","None"
"document_627","motif_26","0.951","0.862","684.2000","None","None"
"document_628","motif_41","0.328","0.197","193.1578","None","None"
"document_628","motif_378","0.320","0.726","193.1578","None","None"
"document_628","motif_110","0.103","0.618","193.1578","None","None"
"document_628","motif_371","0.096","0.914","193.1578","None","None"
"document_628","motif_346","0.076","0.768","193.1578","None","None"
"document_629","motif_166","0.290","0.468","211.1683","None","None"
"document_629","motif_378","0.227","0.722","211.1683","None","None"
"document_629","motif_330","0.139","0.321","211.1683","None","None"
"document_629","motif_110","0.083","0.597","211.1683","None","None"
"document_629","motif_253","0.056","0.422","211.1683","None","None"
"document_629","motif_346","0.054","0.764","211.1683","None","None"
"document_629","motif_137","0.052","0.557","211.1683","None","None"
"document_63","motif_58","0.731","0.067","302.3036","None","None"
"document_63","motif_81","0.108","0.068","302.3036","None","None"
"document_63","motif_137","0.057","0.792","302.3036","None","None"
"document_630","motif_30","0.498","0.076","371.3253","None","None"
"document_630","motif_231","0.489","0.036","371.3253","None","None"
"document_631","motif_192","0.656","0.602","173.1317","None","None"
"document_631","motif_152","0.266","0.609","173.1317","None","None"
"document_632","motif_247","0.896","0.063","332.3295","None","None"
"document_632","motif_322","0.069","0.797","332.3295","None","None"
"document_633","motif_314","0.415","0.371","376.3043","None","None"
"document_633","motif_354","0.215","0.737","376.3043","None","None"
"document_633","motif_110","0.146","0.513","376.3043","None","None"
"document_633","motif_386","0.083","0.751","376.3043","None","None"
"document_634","motif_264","0.251","0.388","335.2927","None","None"
"document_634","motif_137","0.212","0.810","335.2927","None","None"
"document_634","motif_220","0.167","0.530","335.2927","None","None"
"document_634","motif_110","0.076","0.470","335.2927","None","None"
"document_634","motif_0","0.068","0.660","335.2927","None","None"
"document_635","motif_302","0.574","0.105","409.3771","None","None"
"document_635","motif_10","0.398","0.738","409.3771","None","None"
"document_636","motif_92","0.944","0.265","373.3054","None","None"
"document_636","motif_128","0.055","0.249","373.3054","None","None"
"document_637","motif_109","0.490","0.378","340.3196","None","None"
"document_637","motif_220","0.271","0.646","340.3196","None","None"
"document_637","motif_246","0.086","0.339","340.3196","None","None"
"document_637","motif_199","0.055","0.290","340.3196","None","None"
"document_638","motif_206","0.946","0.020","324.2494","None","None"
"document_639","motif_372","0.550","0.392","370.3300","None","None"
"document_639","motif_186","0.089","0.901","370.3300","None","None"
"document_639","motif_202","0.063","0.855","370.3300","None","None"
"document_639","motif_264","0.061","0.408","370.3300","None","None"
"document_64","motif_300","0.500","0.097","304.1738","None","None"
"document_64","motif_81","0.497","0.068","304.1738","None","None"
"document_640","motif_84","0.301","0.613","498.1741","None","None"
"document_640","motif_220","0.239","0.583","498.1741","None","None"
"document_640","motif_257","0.210","0.064","498.1741","None","None"
"document_640","motif_110","0.089","0.482","498.1741","None","None"
"document_640","motif_137","0.088","0.643","498.1741","None","None"
"document_641","motif_142","0.693","0.588","198.1842","None","None"
"document_641","motif_322","0.081","0.840","198.1842","None","None"
"document_641","motif_324","0.059","0.950","198.1842","None","None"
"document_642","motif_348","0.903","0.109","509.3536","None","None"
"document_643","motif_356","0.908","0.625","610.6219","None","None"
"document_643","motif_117","0.086","0.649","610.6219","None","None"
"document_644","motif_263","0.969","0.113","247.1770","None","None"
"document_645","motif_354","0.845","0.741","347.3141","None","None"
"document_645","motif_230","0.109","0.809","347.3141","None","None"
"document_646","motif_130","0.435","0.085","298.2723","None","None"
"document_646","motif_34","0.139","0.184","298.2723","None","None"
"document_646","motif_109","0.112","0.152","298.2723","None","None"
"document_646","motif_220","0.109","0.466","298.2723","None","None"
"document_646","motif_137","0.071","0.687","298.2723","None","None"
"document_647","motif_118","0.443","0.318","269.2096","None","None"
"document_647","motif_150","0.160","0.368","269.2096","None","None"
"document_647","motif_371","0.103","0.887","269.2096","None","None"
"document_647","motif_110","0.100","0.615","269.2096","None","None"
"document_648","motif_18","0.759","0.095","259.1891","None","None"
"document_648","motif_136","0.089","0.326","259.1891","None","None"
"document_649","motif_175","0.609","0.025","406.2781","None","None"
"document_649","motif_128","0.352","0.247","406.2781","None","None"
"document_65","motif_360","1.000","0.347","434.1673","None","None"
"document_650","motif_329","0.630","0.585","982.7084","None","None"
"document_650","motif_202","0.243","0.370","982.7084","None","None"
"document_650","motif_255","0.063","0.062","982.7084","None","None"
"document_650","motif_230","0.051","0.760","982.7084","None","None"
"document_651","motif_318","0.999","0.071","537.3846","None","None"
"document_652","motif_150","0.281","0.414","255.1943","None","None"
"document_652","motif_131","0.197","0.254","255.1943","None","None"
"document_652","motif_110","0.102","0.685","255.1943","None","None"
"document_652","motif_371","0.090","0.902","255.1943","None","None"
"document_652","motif_98","0.080","0.211","255.1943","None","None"
"document_652","motif_118","0.070","0.111","255.1943","None","None"
"document_653","motif_142","0.683","0.571","198.1842","None","None"
"document_653","motif_324","0.074","0.957","198.1842","None","None"
"document_654","motif_223","0.840","0.661","225.1953","None","None"
"document_654","motif_142","0.055","0.114","225.1953","None","None"
"document_655","motif_339","0.990","0.405","394.3276","None","None"
"document_656","motif_375","0.929","0.012","236.1611","None","None"
"document_656","motif_123","0.070","0.135","236.1611","None","None"
"document_657","motif_354","0.359","0.744","350.3038","None","None"
"document_657","motif_106","0.289","0.045","350.3038","None","None"
"document_657","motif_230","0.130","0.772","350.3038","None","None"
"document_658","motif_165","0.996","0.218","312.3242","None","None"
"document_659","motif_63","0.791","0.082","279.2303","None","None"
"document_659","motif_1","0.150","0.302","279.2303","None","None"
"document_66","motif_35","0.501","0.269","272.1842","None","None"
"document_66","motif_280","0.277","0.511","272.1842","None","None"
"document_66","motif_47","0.141","0.922","272.1842","None","None"
"document_660","motif_102","0.999","0.078","277.1761","None","None"
"document_661","motif_290","0.315","0.443","214.1792","None","None"
"document_661","motif_342","0.233","0.447","214.1792","None","None"
"document_661","motif_137","0.092","0.845","214.1792","None","None"
"document_661","motif_301","0.084","0.659","214.1792","None","None"
"document_661","motif_88","0.073","0.207","214.1792","None","None"
"document_661","motif_237","0.062","0.774","214.1792","None","None"
"document_661","motif_110","0.060","0.500","214.1792","None","None"
"document_662","motif_84","0.352","0.634","386.3612","None","None"
"document_662","motif_220","0.195","0.542","386.3612","None","None"
"document_662","motif_109","0.099","0.185","386.3612","None","None"
"document_662","motif_237","0.068","0.194","386.3612","None","None"
"document_662","motif_96","0.065","0.723","386.3612","None","None"
"document_663","motif_102","0.923","0.069","435.3935","None","None"
"document_664","motif_342","0.308","0.690","228.1949","None","None"
"document_664","motif_29","0.196","0.580","228.1949","None","None"
"document_664","motif_137","0.087","0.795","228.1949","None","None"
"document_664","motif_110","0.072","0.592","228.1949","None","None"
"document_664","motif_290","0.054","0.321","228.1949","None","None"
"document_665","motif_388","0.561","0.422","504.3578","None","None"
"document_665","motif_239","0.439","0.362","504.3578","None","None"
"document_666","motif_10","0.600","0.644","543.2317","None","None"
"document_666","motif_49","0.399","0.015","543.2317","None","None"
"document_667","motif_43","0.570","0.050","399.3564","None","None"
"document_667","motif_231","0.413","0.037","399.3564","None","None"
"document_668","motif_29","0.422","0.125","508.3240","None","None"
"document_668","motif_42","0.143","0.175","508.3240","None","None"
"document_668","motif_329","0.091","0.428","508.3240","None","None"
"document_668","motif_95","0.075","0.242","508.3240","None","None"
"document_668","motif_384","0.073","0.118","508.3240","None","None"
"document_668","motif_202","0.070","0.528","508.3240","None","None"
"document_669","motif_196","0.447","0.268","451.3873","None","None"
"document_669","motif_10","0.211","0.737","451.3873","None","None"
"document_669","motif_96","0.186","0.724","451.3873","None","None"
"document_669","motif_237","0.075","0.735","451.3873","None","None"
"document_67","motif_202","0.393","0.861","380.3357","None","None"
"document_67","motif_334","0.238","0.422","380.3357","None","None"
"document_67","motif_47","0.115","0.933","380.3357","None","None"
"document_67","motif_15","0.102","0.373","380.3357","None","None"
"document_67","motif_230","0.073","0.812","380.3357","None","None"
"document_67","motif_354","0.061","0.308","380.3357","None","None"
"document_670","motif_342","0.558","0.753","240.1947","None","None"
"document_670","motif_137","0.136","0.844","240.1947","None","None"
"document_670","motif_110","0.063","0.462","240.1947","None","None"
"document_671","motif_153","0.601","0.500","314.2671","None","None"
"document_671","motif_378","0.124","0.687","314.2671","None","None"
"document_671","motif_47","0.059","0.907","314.2671","None","None"
"document_672","motif_180","0.437","0.052","392.7470","None","None"
"document_672","motif_345","0.152","0.253","392.7470","None","None"
"document_672","motif_329","0.129","0.392","392.7470","None","None"
"document_672","motif_108","0.103","0.422","392.7470","None","None"
"document_672","motif_202","0.096","0.537","392.7470","None","None"
"document_673","motif_356","0.831","0.627","610.6219","None","None"
"document_673","motif_26","0.089","0.547","610.6219","None","None"
"document_673","motif_117","0.069","0.649","610.6219","None","None"
"document_674","motif_181","0.849","0.238","194.1166","None","None"
"document_674","motif_310","0.149","0.257","194.1166","None","None"
"document_675","motif_329","0.533","0.449","1477.9225","None","None"
"document_675","motif_202","0.452","0.569","1477.9225","None","None"
"document_676","motif_26","0.959","0.845","684.1999","None","None"
"document_677","motif_211","0.720","0.759","708.5084","None","None"
"document_677","motif_170","0.199","0.464","708.5084","None","None"
"document_677","motif_117","0.081","0.649","708.5084","None","None"
"document_678","motif_329","0.946","0.763","1610.0005","None","None"
"document_679","motif_246","0.678","0.647","280.2619","None","None"
"document_679","motif_220","0.068","0.251","280.2619","None","None"
"document_679","motif_110","0.063","0.499","280.2619","None","None"
"document_679","motif_137","0.061","0.658","280.2619","None","None"
"document_68","motif_88","0.251","0.460","226.1793","None","None"
"document_68","motif_342","0.215","0.459","226.1793","None","None"
"document_68","motif_192","0.144","0.697","226.1793","None","None"
"document_68","motif_110","0.094","0.587","226.1793","None","None"
"document_68","motif_137","0.077","0.764","226.1793","None","None"
"document_68","motif_223","0.052","0.541","226.1793","None","None"
"document_680","motif_329","0.977","0.790","1698.0529","None","None"
"document_681","motif_191","0.200","0.089","552.3497","None","None"
"document_681","motif_108","0.156","0.353","552.3497","None","None"
"document_681","motif_202","0.146","0.571","552.3497","None","None"
"document_681","motif_95","0.100","0.230","552.3497","None","None"
"document_681","motif_329","0.088","0.280","552.3497","None","None"
"document_681","motif_384","0.051","0.069","552.3497","None","None"
"document_682","motif_251","0.980","0.034","337.2334","None","None"
"document_683","motif_271","0.576","0.100","404.2178","None","None"
"document_683","motif_33","0.256","0.431","404.2178","None","None"
"document_683","motif_47","0.124","0.923","404.2178","None","None"
"document_684","motif_271","0.558","0.098","432.2488","None","None"
"document_684","motif_224","0.253","0.200","432.2488","None","None"
"document_684","motif_117","0.140","0.649","432.2488","None","None"
"document_685","motif_329","0.902","0.733","1786.1053","None","None"
"document_685","motif_202","0.097","0.146","1786.1053","None","None"
"document_686","motif_211","0.595","0.828","680.4772","None","None"
"document_686","motif_15","0.181","0.372","680.4772","None","None"
"document_686","motif_284","0.088","0.380","680.4772","None","None"
"document_686","motif_33","0.087","0.431","680.4772","None","None"
"document_687","motif_246","0.342","0.690","336.3241","None","None"
"document_687","motif_220","0.222","0.608","336.3241","None","None"
"document_687","motif_65","0.110","0.291","336.3241","None","None"
"document_687","motif_110","0.076","0.478","336.3241","None","None"
"document_687","motif_137","0.073","0.618","336.3241","None","None"
"document_687","motif_47","0.053","0.926","336.3241","None","None"
"document_688","motif_351","0.525","0.170","305.2781","None","None"
"document_688","motif_285","0.370","0.333","305.2781","None","None"
"document_688","motif_10","0.065","0.644","305.2781","None","None"
"document_689","motif_329","0.894","0.729","1742.0791","None","None"
"document_689","motif_202","0.106","0.166","1742.0791","None","None"
"document_69","motif_129","0.616","0.482","537.1466","None","None"
"document_69","motif_26","0.315","0.598","537.1466","None","None"
"document_690","motif_378","0.337","0.547","175.1473","None","None"
"document_690","motif_152","0.283","0.618","175.1473","None","None"
"document_690","motif_346","0.187","0.781","175.1473","None","None"
"document_690","motif_385","0.057","0.156","175.1473","None","None"
"document_690","motif_110","0.056","0.309","175.1473","None","None"
"document_691","motif_211","0.641","0.828","663.4506","None","None"
"document_691","motif_353","0.195","0.374","663.4506","None","None"
"document_691","motif_180","0.105","0.366","663.4506","None","None"
"document_691","motif_152","0.059","0.559","663.4506","None","None"
"document_692","motif_216","0.929","0.030","338.2305","None","None"
"document_692","motif_1","0.071","0.167","338.2305","None","None"
"document_693","motif_64","0.455","0.288","291.2626","None","None"
"document_693","motif_290","0.376","0.157","291.2626","None","None"
"document_693","motif_10","0.072","0.747","291.2626","None","None"
"document_694","motif_88","0.252","0.384","214.1792","None","None"
"document_694","motif_342","0.248","0.389","214.1792","None","None"
"document_694","motif_137","0.150","0.868","214.1792","None","None"
