Document	Motif	Probability	Overlap Score	Precursor Mass	Retention Time	Document Annotation	Motif_consensus	Motif_2	Proba_2	Overl_2	Motif_3	Proba_3	Overl_3	Motif_4	Proba_4	Overl_4	Motif_5	Proba_5	Overl_5	Motif_6	Proba_6	Overl_6	Motif_7	Proba_7	Overl_7	Motif_8	Proba_8	Overl_8	Motif_9	Proba_9	Overl_9
4353	M373	0.7070000000000001	0.483	566.294	None	None	M373,M241	M241	0.054000000000000006	0.45																					
4354	M279	0.384	0.111	622.32	None	None	M279,M219,M241,M95,M288	M219	0.198	0.7490000000000001	M241	0.095	0.524	M95	0.067	0.14	M288	0.066	0.287												
4355	M132	0.843	0.135	588.3147	None	None	M132																								
4356	M163	0.9520000000000001	0.06	333.1673	None	None	M163																								
4357	M200	0.27699999999999997	0.16	632.3764	None	None	M200,M288,M160,M219,M232	M288	0.19	0.523	M160	0.165	0.381	M219	0.096	0.748	M232	0.084	0.366												
4358	M240	0.3	0.1	628.3458	None	None	M240,M177,M288,M160,M389,M305	M177	0.196	0.255	M288	0.14	0.586	M160	0.081	0.32899999999999996	M389	0.055999999999999994	0.201	M305	0.052000000000000005	0.894									
4359	M196	0.397	0.085	586.3001	None	None	M196,M108,M71,M173,M382	M108	0.196	0.14300000000000002	M71	0.09300000000000001	0.7709999999999999	M173	0.078	0.109	M382	0.057999999999999996	0.539												
436	M209	0.951	0.016	426.989	None	None	M209																								
4360	M9	0.78	0.127	375.1537	None	None	M9,M371,M253	M371	0.086	0.813	M253	0.051	0.449																		
4361	M244	0.8690000000000001	0.027000000000000003	406.2918	None	None	M244																								
4362	M100	0.932	0.7879999999999999	390.1742	None	None	M100																								
4363	M357	0.826	0.017	462.2822	None	None	M357																								
437	M34	0.20199999999999999	0.073	417.367	None	None	M34,M378,M137,M220,M386,M337	M378	0.182	0.578	M137	0.16699999999999998	0.7390000000000001	M220	0.154	0.239	M386	0.077	0.725	M337	0.065	0.735									
438	M75	1.0	0.113	516.0541	None	None	M75																								
439	M342	0.506	0.716	228.1948	None	None	M342,M378,M137	M378	0.218	0.6990000000000001	M137	0.094	0.747																		
44	M287	0.727	0.012	158.1533	None	None	M287,M152,M239	M152	0.182	0.594	M239	0.091	0.081																		
440	M348	0.9890000000000001	0.083	266.1713	None	None	M348																								
441	M198	0.457	0.78	358.2058	None	None	M198,M202,M91,M100	M202	0.217	0.945	M91	0.131	0.25	M100	0.066	0.147															
442	M342	0.387	0.52	216.195	None	None	M342,M136,M141,M110,M128,M220	M136	0.205	0.306	M141	0.079	0.248	M110	0.076	0.462	M128	0.057999999999999996	0.379	M220	0.05	0.231									
443	M356	0.507	0.315	310.3087	None	None	M356,M141,M246	M141	0.243	0.4	M246	0.091	0.152																		
444	M142	0.34700000000000003	0.529	198.1842	None	None	M142,M41,M110,M285,M314	M41	0.23	0.153	M110	0.12300000000000001	0.626	M285	0.085	0.55	M314	0.076	0.198												
445	M329	0.813	0.782	511.3251	None	None	M329,M95	M95	0.098	0.28800000000000003																					
446	M256	0.925	0.018000000000000002	336.2497	None	None	M256																								
447	M91	0.436	0.34700000000000003	402.2318	None	None	M91,M198,M202,M383,M391,M190	M198	0.175	0.7190000000000001	M202	0.11699999999999999	0.9490000000000001	M383	0.087	0.179	M391	0.075	0.096	M190	0.054000000000000006	0.127									
448	M251	0.261	0.27399999999999997	198.1479	None	None	M251,M41,M110,M28,M314,M59,M322	M41	0.20800000000000002	0.157	M110	0.156	0.701	M28	0.10400000000000001	0.752	M314	0.071	0.179	M59	0.055	0.429	M322	0.05	0.848						
449	M202	0.303	0.856	394.351	None	None	M202,M334,M239,M47,M230,M354	M334	0.297	0.39	M239	0.179	0.18100000000000002	M47	0.096	0.934	M230	0.061	0.818	M354	0.05	0.307									
45	M35	0.49200000000000005	0.32299999999999995	255.1579	None	None	M35,M157	M157	0.34	0.648																					
450	M202	0.483	0.621	1240.766	None	None	M202,M329,M7	M329	0.45899999999999996	0.435	M7	0.057	0.444																		
451	M75	0.354	0.195	244.1896	None	None	M75,M96,M110,M153,M219	M96	0.252	0.8370000000000001	M110	0.098	0.8270000000000001	M153	0.092	0.217	M219	0.071	0.636												
452	M198	0.511	0.782	314.1791	None	None	M198,M202,M169,M99,M47	M202	0.183	0.909	M169	0.08199999999999999	0.298	M99	0.079	0.077	M47	0.057999999999999996	0.914												
453	M211	0.708	0.83	708.5084	None	None	M211,M224,M170,M117	M224	0.109	0.196	M170	0.10099999999999999	0.364	M117	0.08199999999999999	0.649															
454	M25	0.8959999999999999	0.061	267.173	None	None	M25																								
455	M221	0.502	0.079	341.2431	None	None	M221,M102	M102	0.386	0.069																					
456	M64	0.451	0.29100000000000004	319.2939	None	None	M64,M351,M10	M351	0.37200000000000005	0.16	M10	0.055	0.6459999999999999																		
457	M215	0.993	0.067	252.1559	None	None	M215																								
458	M198	0.5670000000000001	0.79	446.2577	None	None	M198,M202,M91	M202	0.33	0.953	M91	0.054000000000000006	0.094																		
459	M97	0.7809999999999999	0.185	253.1211	None	None	M97,M371	M371	0.198	0.9129999999999999																					
46	M145	0.998	0.514	186.9801	None	None	M145																								
460	M28	0.38299999999999995	0.775	172.1324	None	None	M28,M0,M295	M0	0.268	0.789	M295	0.154	0.105																		
461	M41	0.355	0.139	216.1586	None	None	M41,M371,M110,M153,M305	M371	0.21	0.895	M110	0.07	0.598	M153	0.068	0.094	M305	0.053	0.7879999999999999												
462	M60	0.972	0.024	282.2025	None	None	M60																								
463	M26	0.9009999999999999	0.782	684.2002	None	None	M26																								
464	M329	0.386	0.444	976.6082	None	None	M329,M202,M63	M202	0.342	0.562	M63	0.237	0.027000000000000003																		
465	M388	0.624	0.435	504.3578	None	None	M388,M239,M170	M239	0.292	0.331	M170	0.079	0.46399999999999997																		
466	M202	0.494	0.634	420.2716	None	None	M202,M329	M329	0.44299999999999995	0.405																					
467	M75	1.0	0.242	712.6068	None	None	M75																								
468	M293	0.997	0.38	420.3302	None	None	M293																								
469	M356	0.9990000000000001	0.013000000000000001	318.2392	None	None	M356																								
47	M79	0.513	0.381	312.9413	None	None	M79,M83	M83	0.486	0.131																					
470	M163	0.27399999999999997	0.026000000000000002	242.174	None	None	M163,M290,M153,M305,M28	M290	0.22399999999999998	0.434	M153	0.129	0.166	M305	0.086	0.7879999999999999	M28	0.059000000000000004	0.757												
471	M233	0.49200000000000005	0.073	267.1706	None	None	M233,M353	M353	0.452	0.376																					
472	M258	0.569	0.053	180.1738	None	None	M258,M385	M385	0.062	0.165																					
473	M223	0.541	0.64	303.2624	None	None	M223,M64,M117	M64	0.31	0.282	M117	0.094	0.7040000000000001																		
474	M123	0.735	0.09300000000000001	251.0455	None	None	M123,M185,M389	M185	0.177	0.024	M389	0.087	0.068																		
475	M396	0.524	0.586	251.1841	None	None	M396,M98	M98	0.44799999999999995	0.14300000000000002																					
476	M123	0.9009999999999999	0.215	518.3661	None	None	M123																								
477	M360	0.6	0.259	612.1797	None	None	M360,M26	M26	0.4	0.515																					
478	M172	0.767	0.08	514.0562	None	None	M172,M354,M396	M354	0.12	0.42200000000000004	M396	0.113	0.287																		
479	M295	0.449	0.10099999999999999	217.1904	None	None	M295,M117,M0	M117	0.43	0.737	M0	0.09	0.792																		
48	M202	0.451	0.9159999999999999	239.1479	None	None	M202,M370,M353	M370	0.32899999999999996	0.054000000000000006	M353	0.13699999999999998	0.24600000000000002																		
480	M198	0.5579999999999999	0.757	490.2836	None	None	M198,M202	M202	0.379	0.9540000000000001																					
481	M329	0.98	0.836	1301.8183	None	None	M329																								
482	M34	0.7290000000000001	0.23399999999999999	341.3149	None	None	M34,M117	M117	0.23	0.7020000000000001																					
483	M9	0.998	0.053	268.1526	None	None	M9																								
484	M166	0.54	0.46	227.1996	None	None	M166,M110,M252,M92,M137,M0	M110	0.107	0.522	M252	0.102	0.53	M92	0.086	0.29	M137	0.066	0.711	M0	0.062	0.841									
485	M390	0.562	0.17	327.1997	None	None	M390,M202,M255	M202	0.294	0.87	M255	0.059000000000000004	0.10300000000000001																		
486	M246	0.669	0.644	280.2621	None	None	M246,M137,M220,M110	M137	0.078	0.6970000000000001	M220	0.068	0.251	M110	0.059000000000000004	0.424															
487	M15	0.981	0.14800000000000002	488.023	None	None	M15																								
488	M268	0.794	0.019	226.141	None	None	M268,M238	M238	0.18899999999999997	0.447																					
489	M205	0.83	0.065	417.083	None	None	M205,M259	M259	0.077	0.455																					
49	M129	0.8390000000000001	0.45299999999999996	582.2044	None	None	M129,M116	M116	0.071	0.258																					
490	M354	0.39899999999999997	0.726	378.356	None	None	M354,M106,M126,M7,M252	M106	0.294	0.027999999999999997	M126	0.09699999999999999	0.552	M7	0.087	0.759	M252	0.051	0.53												
491	M202	0.506	0.961	328.2314	None	None	M202,M117	M117	0.47600000000000003	0.6990000000000001																					
492	M4	0.865	0.092	419.0808	None	None	M4,M259	M259	0.09300000000000001	0.456																					
493	M202	0.866	0.9690000000000001	696.4347	None	None	M202,M7	M7	0.134	0.711																					
494	M246	0.439	0.501	282.2776	None	None	M246,M141,M129,M110,M220	M141	0.207	0.308	M129	0.09699999999999999	0.326	M110	0.087	0.5710000000000001	M220	0.059000000000000004	0.195												
495	M198	0.547	0.72	534.3095	None	None	M198,M202	M202	0.401	0.93																					
496	M228	0.795	0.49700000000000005	449.622	None	None	M228,M202	M202	0.08199999999999999	0.9390000000000001																					
497	M289	0.8170000000000001	0.028999999999999998	352.2459	None	None	M289,M181	M181	0.18	0.16699999999999998																					
498	M215	0.9990000000000001	0.067	252.1558	None	None	M215																								
499	M198	0.536	0.747	578.3357	None	None	M198,M202	M202	0.42100000000000004	0.937																					
5	M26	0.9	0.775	628.192	None	None	M26,M119	M119	0.1	0.461																					
50	M248	0.995	0.221	170.1532	None	None	M248																								
500	M370	0.546	0.222	487.3314	None	None	M370,M180,M353,M152	M180	0.25	0.35700000000000004	M353	0.11699999999999999	0.374	M152	0.087	0.5579999999999999															
501	M396	0.39	0.628	384.294	None	None	M396,M91,M383	M91	0.27699999999999997	0.233	M383	0.138	0.281																		
502	M317	0.33299999999999996	0.184	272.2206	None	None	M317,M371,M153	M371	0.188	0.897	M153	0.17800000000000002	0.396																		
503	M370	0.561	0.222	532.3889	None	None	M370,M170,M224,M117	M170	0.235	0.364	M224	0.107	0.196	M117	0.096	0.649															
504	M179	0.78	0.09300000000000001	281.152	None	None	M179,M371	M371	0.195	0.915																					
505	M65	0.993	0.012	374.3012	None	None	M65																								
506	M274	0.35100000000000003	0.048	695.4276	None	None	M274,M202,M383	M202	0.341	0.94	M383	0.297	0.151																		
507	M342	0.294	0.43700000000000006	214.1792	None	None	M342,M88,M290,M137,M110	M88	0.183	0.32899999999999996	M290	0.158	0.429	M137	0.152	0.866	M110	0.055	0.498												
508	M153	0.45	0.308	314.2672	None	None	M153,M378,M29	M378	0.275	0.8270000000000001	M29	0.198	0.585																		
509	M194	0.991	0.01	215.1246	None	None	M194																								
51	M102	0.7829999999999999	0.08900000000000001	288.2881	None	None	M102,M184	M184	0.132	0.62																					
510	M288	0.79	0.043	317.052	None	None	M288,M97	M97	0.132	0.048																					
511	M268	0.523	0.153	457.2844	None	None	M268,M152,M180,M353	M152	0.307	0.56	M180	0.11699999999999999	0.35700000000000004	M353	0.053	0.374															
512	M366	0.521	0.057	307.131	None	None	M366,M157,M96	M157	0.28800000000000003	0.644	M96	0.187	0.675																		
513	M78	0.625	0.149	464.2978	None	None	M78,M329,M108,M202	M329	0.10400000000000001	0.46799999999999997	M108	0.084	0.381	M202	0.068	0.496															
514	M280	0.872	0.016	319.0499	None	None	M280																								
515	M329	0.6779999999999999	0.782	726.4328	None	None	M329,M198	M198	0.309	0.613																					
516	M166	0.638	0.575	241.2151	None	None	M166,M220,M110,M137,M0	M220	0.126	0.439	M110	0.08	0.445	M137	0.079	0.695	M0	0.057	0.674												
517	M246	0.298	0.601	336.3244	None	None	M246,M220,M84,M110,M137,M47	M220	0.209	0.542	M84	0.179	0.5579999999999999	M110	0.08199999999999999	0.483	M137	0.076	0.623	M47	0.052000000000000005	0.927									
518	M243	0.9990000000000001	0.503	247.9423	None	None	M243																								
519	M198	0.436	0.6779999999999999	1166.6938	None	None	M198,M202,M329	M202	0.402	0.7609999999999999	M329	0.149	0.239																		
52	M48	0.44799999999999995	0.069	320.2423	None	None	M48,M112,M163	M112	0.281	0.02	M163	0.266	0.185																		
520	M329	0.8420000000000001	0.574	1284.7922	None	None	M329,M202	M202	0.158	0.22699999999999998																					
521	M142	0.8290000000000001	0.113	399.3927	None	None	M142,M247,M110	M247	0.054000000000000006	0.185	M110	0.052000000000000005	0.6409999999999999																		
522	M329	0.6859999999999999	0.7120000000000001	1122.6666	None	None	M329,M198	M198	0.255	0.613																					
523	M202	0.657	0.935	651.4008	None	None	M202,M7	M7	0.327	0.698																					
524	M28	0.885	0.015	279.1364	None	None	M28																								
525	M271	0.67	0.087	387.1915	None	None	M271,M152	M152	0.294	0.561																					
526	M71	0.524	0.8140000000000001	328.195	None	None	M71,M202,M363,M47	M202	0.196	0.934	M363	0.138	0.203	M47	0.075	0.9329999999999999															
527	M239	0.7290000000000001	0.024	359.3253	None	None	M239,M350	M350	0.23399999999999999	0.162																					
528	M286	0.981	0.099	284.2933	None	None	M286																								
529	M88	0.396	0.562	212.1636	None	None	M88,M110,M338,M28	M110	0.268	0.897	M338	0.121	0.469	M28	0.05	0.706															
53	M56	1.0	0.05	153.138	None	None	M56																								
530	M246	0.285	0.596	336.3244	None	None	M246,M220,M84,M137,M110,M47	M220	0.22699999999999998	0.563	M84	0.177	0.5589999999999999	M137	0.08	0.63	M110	0.069	0.40299999999999997	M47	0.051	0.927									
531	M123	0.6920000000000001	0.19399999999999998	546.3972	None	None	M123,M311	M311	0.19399999999999998	0.14300000000000002																					
532	M233	0.9940000000000001	0.073	327.0065	None	None	M233																								
533	M41	0.29	0.128	230.1741	None	None	M41,M96,M219,M110,M314,M153	M96	0.251	0.8240000000000001	M219	0.08199999999999999	0.635	M110	0.073	0.654	M314	0.068	0.195	M153	0.061	0.128									
534	M198	0.5379999999999999	0.765	622.3618	None	None	M198,M202	M202	0.42100000000000004	0.937																					
535	M153	0.539	0.494	286.2362	None	None	M153,M283,M47,M220	M283	0.08800000000000001	0.155	M47	0.061	0.907	M220	0.055	0.431															
536	M22	0.887	0.045	394.3275	None	None	M22,M337	M337	0.10300000000000001	0.731																					
537	M88	0.624	0.504	200.1635	None	None	M88,M137,M128	M137	0.195	0.935	M128	0.054000000000000006	0.6579999999999999																		
538	M268	0.51	0.153	502.3421	None	None	M268,M224,M117,M170	M224	0.284	0.196	M117	0.138	0.649	M170	0.068	0.364															
539	M61	0.502	0.08800000000000001	322.236	None	None	M61,M354,M230	M354	0.35100000000000003	0.7340000000000001	M230	0.136	0.7090000000000001																		
54	M14	0.73	0.028999999999999998	421.2309	None	None	M14,M397	M397	0.264	0.068																					
540	M202	0.5760000000000001	0.9390000000000001	1210.7188	None	None	M202,M198,M7	M198	0.354	0.619	M7	0.07	0.439																		
541	M91	0.807	0.47	386.2368	None	None	M91,M95	M95	0.087	0.499																					
542	M243	0.998	0.532	231.97	None	None	M243																								
543	M228	0.9570000000000001	0.16899999999999998	255.1368	None	None	M228																								
544	M91	0.49	0.462	372.2213	None	None	M91,M71,M100,M202	M71	0.192	0.8640000000000001	M100	0.10400000000000001	0.254	M202	0.09699999999999999	0.9420000000000001															
545	M84	0.336	0.624	436.2585	None	None	M84,M220,M43,M110,M137	M220	0.23399999999999999	0.596	M43	0.223	0.081	M110	0.07200000000000001	0.45899999999999996	M137	0.07	0.615												
546	M217	0.39799999999999996	0.555	294.2047	None	None	M217,M33,M342	M33	0.33399999999999996	0.44299999999999995	M342	0.14300000000000002	0.212																		
547	M121	0.85	0.079	290.9264	None	None	M121,M1	M1	0.142	0.183																					
548	M229	0.8490000000000001	0.115	383.3978	None	None	M229,M264	M264	0.151	0.271																					
549	M233	0.8590000000000001	0.071	329.0035	None	None	M233,M177	M177	0.07400000000000001	0.278																					
55	M336	0.49	0.685	325.1993	None	None	M336,M54	M54	0.46	0.506																					
550	M211	0.583	0.75	680.4773	None	None	M211,M15,M284	M15	0.27899999999999997	0.4	M284	0.08800000000000001	0.38																		
551	M347	0.6579999999999999	0.129	395.3615	None	None	M347,M371	M371	0.128	0.9159999999999999																					
552	M118	0.5579999999999999	0.040999999999999995	234.1609	None	None	M118,M141,M136	M141	0.175	0.387	M136	0.115	0.278																		
553	M26	0.873	0.777	924.2659	None	None	M26,M316	M316	0.109	0.435																					
554	M363	0.424	0.235	284.1689	None	None	M363,M71,M202,M47	M71	0.37	0.8079999999999999	M202	0.092	0.925	M47	0.067	0.9359999999999999															
555	M317	0.353	0.19	286.2361	None	None	M317,M96,M153,M110	M96	0.239	0.836	M153	0.136	0.42200000000000004	M110	0.064	0.655															
556	M202	0.395	0.858	438.3767	None	None	M202,M239,M335,M230,M47,M255	M239	0.193	0.2	M335	0.115	0.376	M230	0.10099999999999999	0.815	M47	0.09300000000000001	0.929	M255	0.066	0.111									
557	M396	0.633	0.639	442.3354	None	None	M396,M345,M91	M345	0.106	0.406	M91	0.069	0.084																		
558	M84	0.35	0.625	434.2607	None	None	M84,M78,M220,M110,M137	M78	0.23600000000000002	0.162	M220	0.22399999999999998	0.586	M110	0.069	0.47200000000000003	M137	0.066	0.613												
559	M202	0.85	0.9690000000000001	740.4607	None	None	M202,M7	M7	0.15	0.718																					
56	M92	1.0	0.39	288.9205	None	None	M92																								
560	M202	0.511	0.826	371.226	None	None	M202,M191,M390	M191	0.33799999999999997	0.062	M390	0.079	0.099																		
561	M317	0.461	0.183	254.2103	None	None	M317,M342,M398,M110,M137	M342	0.188	0.345	M398	0.07400000000000001	0.28600000000000003	M110	0.071	0.44799999999999995	M137	0.051	0.73												
562	M388	0.856	0.33799999999999997	546.4043	None	None	M388,M15	M15	0.14400000000000002	0.37200000000000005																					
563	M166	0.618	0.5760000000000001	213.184	None	None	M166,M137,M110,M220	M137	0.157	0.7979999999999999	M110	0.10300000000000001	0.512	M220	0.073	0.408															
564	M396	0.815	0.5820000000000001	326.2521	None	None	M396,M47	M47	0.14300000000000002	0.919																					
565	M364	0.551	0.445	328.9139	None	None	M364,M79	M79	0.449	0.39799999999999996																					
566	M242	0.316	0.069	478.9728	None	None	M242,M95,M329,M202,M108	M95	0.17600000000000002	0.43799999999999994	M329	0.16	0.46	M202	0.11	0.504	M108	0.09300000000000001	0.225												
567	M360	0.9990000000000001	0.026000000000000002	320.2557	None	None	M360																								
568	M71	0.531	0.8390000000000001	1004.605	None	None	M71,M202,M329	M202	0.263	0.659	M329	0.201	0.38799999999999996																		
569	M396	0.8809999999999999	0.674	1096.8114	None	None	M396,M7	M7	0.1	0.718																					
57	M364	0.77	0.47	287.8873	None	None	M364,M243,M112	M243	0.11900000000000001	0.385	M112	0.109	0.161																		
570	M342	0.5870000000000001	0.7659999999999999	256.2259	None	None	M342,M220,M137	M220	0.275	0.7140000000000001	M137	0.07	0.677																		
571	M76	0.7140000000000001	0.21100000000000002	385.2145	None	None	M76,M152,M308	M152	0.13699999999999998	0.593	M308	0.092	0.41																		
572	M172	0.833	0.055	315.1208	None	None	M172,M308	M308	0.069	0.40700000000000003																					
573	M26	0.74	0.8590000000000001	642.2079	None	None	M26,M63,M316	M63	0.163	0.053	M316	0.095	0.436																		
574	M71	0.504	0.828	1048.6298	None	None	M71,M202,M329	M202	0.28	0.6779999999999999	M329	0.195	0.359																		
575	M370	0.732	0.138	739.4536	None	None	M370,M202	M202	0.233	0.937																					
576	M75	0.401	0.212	212.1636	None	None	M75,M88,M110,M59,M28	M88	0.244	0.445	M110	0.172	0.8540000000000001	M59	0.077	0.462	M28	0.063	0.713												
577	M166	0.483	0.08800000000000001	193.1426	None	None	M166,M396,M300,M71	M396	0.369	0.299	M300	0.095	0.069	M71	0.053	0.772															
578	M107	0.858	0.301	253.1786	None	None	M107,M180	M180	0.11699999999999999	0.376																					
579	M26	0.8340000000000001	0.826	704.1895	None	None	M26,M316	M316	0.166	0.435																					
58	M202	0.496	0.8370000000000001	424.3613	None	None	M202,M255,M230,M47,M103,M335,M15	M255	0.11	0.145	M230	0.095	0.794	M47	0.07	0.9229999999999999	M103	0.064	0.026000000000000002	M335	0.054000000000000006	0.307	M15	0.053	0.37200000000000005						
580	M88	0.816	0.11599999999999999	222.1117	None	None	M88																								
581	M26	0.74	0.826	630.1711	None	None	M26,M119	M119	0.259	0.46299999999999997																					
582	M247	0.9670000000000001	0.302	343.1871	None	None	M247																								
583	M211	0.619	0.828	663.4507	None	None	M211,M353,M180,M152	M353	0.19899999999999998	0.374	M180	0.11599999999999999	0.35700000000000004	M152	0.065	0.5589999999999999															
584	M34	0.488	0.373	324.288	None	None	M34,M220,M137,M47	M220	0.14300000000000002	0.547	M137	0.124	0.759	M47	0.096	0.899															
585	M184	0.9109999999999999	0.732	288.2519	None	None	M184,M252	M252	0.066	0.531																					
586	M202	0.493	0.929	1254.7456	None	None	M202,M198	M198	0.484	0.557																					
587	M22	0.46399999999999997	0.1	408.2497	None	None	M22,M127,M329,M198	M127	0.204	0.23800000000000002	M329	0.17600000000000002	0.655	M198	0.085	0.617															
588	M345	0.9	0.066	385.2146	None	None	M345																								
589	M117	0.28600000000000003	0.6940000000000001	372.2577	None	None	M117,M91,M255,M202,M100	M91	0.23399999999999999	0.126	M255	0.23199999999999998	0.243	M202	0.147	0.563	M100	0.07400000000000001	0.07400000000000001												
59	M396	0.778	0.013999999999999999	213.1409	None	None	M396,M385,M371	M385	0.065	0.106	M371	0.061	0.912																		
590	M139	0.588	0.12300000000000001	506.337	None	None	M139,M284,M33,M15	M284	0.111	0.38	M33	0.075	0.431	M15	0.057999999999999996	0.37200000000000005															
591	M91	0.309	0.354	416.2473	None	None	M91,M71,M202,M383	M71	0.3	0.85	M202	0.153	0.961	M383	0.102	0.278															
592	M334	0.267	0.41	380.3357	None	None	M334,M202,M71,M15,M230,M47	M202	0.215	0.873	M71	0.153	0.847	M15	0.121	0.376	M230	0.121	0.831	M47	0.085	0.932									
593	M109	0.514	0.5379999999999999	372.3457	None	None	M109,M220	M220	0.28	0.64																					
594	M248	0.9990000000000001	0.081	305.1554	None	None	M248																								
595	M334	0.375	0.413	408.3665	None	None	M334,M202,M230,M117,M354	M202	0.355	0.853	M230	0.08	0.779	M117	0.078	0.654	M354	0.065	0.306												
596	M71	0.526	0.835	1092.6562	None	None	M71,M202,M329	M202	0.267	0.6579999999999999	M329	0.188	0.368																		
597	M396	0.816	0.67	1038.7702	None	None	M396,M7	M7	0.079	0.718																					
598	M14	0.591	0.49200000000000005	234.1326	None	None	M14,M47,M99	M47	0.345	0.938	M99	0.055	0.027999999999999997																		
599	M323	0.9570000000000001	0.124	287.0796	None	None	M323																								
6	M1	0.633	0.223	430.912	None	None	M1,M92	M92	0.366	0.32299999999999995																					
60	M194	0.627	0.033	169.9766	None	None	M194,M243	M243	0.37200000000000005	0.34299999999999997																					
600	M246	0.36	0.149	390.3115	None	None	M246,M84,M220,M137,M110	M84	0.248	0.569	M220	0.205	0.522	M137	0.057999999999999996	0.593	M110	0.051	0.38299999999999995												
601	M202	0.444	0.9670000000000001	722.5018	None	None	M202,M372,M7,M186	M372	0.322	0.39299999999999996	M7	0.065	0.6920000000000001	M186	0.055	0.909															
602	M198	0.586	0.721	666.3879	None	None	M198,M202	M202	0.389	0.9279999999999999																					
603	M354	0.551	0.785	336.309	None	None	M354,M15,M230,M47	M15	0.221	0.374	M230	0.152	0.826	M47	0.067	0.922															
604	M284	0.418	0.45	356.2779	None	None	M284,M372,M186,M202	M372	0.386	0.32799999999999996	M186	0.111	0.902	M202	0.083	0.8590000000000001															
605	M202	0.583	0.8959999999999999	572.4342	None	None	M202,M230,M255	M230	0.29	0.818	M255	0.073	0.079																		
606	M396	0.715	0.617	500.3771	None	None	M396,M160,M108	M160	0.087	0.5	M108	0.069	0.39399999999999996																		
607	M246	0.304	0.645	336.3244	None	None	M246,M220,M84,M137,M110	M220	0.201	0.529	M84	0.17	0.5579999999999999	M137	0.08199999999999999	0.644	M110	0.07200000000000001	0.441												
608	M148	0.968	0.21100000000000002	388.3405	None	None	M148																								
609	M396	0.887	0.6659999999999999	1154.8542	None	None	M396,M7	M7	0.09300000000000001	0.7190000000000001																					
61	M79	0.992	0.409	330.9141	None	None	M79																								
610	M329	0.782	0.632	522.9988	None	None	M329,M202	M202	0.21	0.307																					
611	M14	0.898	0.38299999999999995	638.298	None	None	M14,M7	M7	0.10099999999999999	0.718																					
612	M91	0.429	0.18600000000000003	430.2629	None	None	M91,M383,M202,M198	M383	0.244	0.24	M202	0.14800000000000002	0.868	M198	0.085	0.5710000000000001															
613	M136	0.493	0.35	261.2523	None	None	M136,M117,M285	M117	0.40700000000000003	0.716	M285	0.065	0.308																		
614	M286	0.882	0.025	475.143	None	None	M286,M259	M259	0.08199999999999999	0.456																					
615	M255	0.43200000000000005	0.35700000000000004	482.4027	None	None	M255,M202,M230,M47	M202	0.33299999999999996	0.609	M230	0.094	0.7559999999999999	M47	0.07400000000000001	0.907															
616	M30	0.904	0.028999999999999998	299.1085	None	None	M30,M55	M55	0.066	0.127																					
617	M390	0.7490000000000001	0.263	297.1526	None	None	M390,M198,M202	M198	0.126	0.618	M202	0.09	0.924																		
618	M365	0.785	0.12300000000000001	336.2152	None	None	M365,M354	M354	0.086	0.782																					
619	M264	0.595	0.47700000000000004	383.3614	None	None	M264,M137,M216,M220,M110	M137	0.09699999999999999	0.7659999999999999	M216	0.096	0.091	M220	0.095	0.44299999999999995	M110	0.057999999999999996	0.48												
62	M342	0.535	0.6759999999999999	228.1948	None	None	M342,M378,M137	M378	0.221	0.7070000000000001	M137	0.094	0.77																		
620	M198	0.409	0.5529999999999999	1078.642	None	None	M198,M329,M202	M329	0.364	0.48100000000000004	M202	0.198	0.446																		
621	M106	0.9309999999999999	0.069	308.2182	None	None	M106																								
622	M14	0.804	0.42100000000000004	466.2261	None	None	M14,M7	M7	0.193	0.72																					
623	M14	0.9990000000000001	0.27399999999999997	724.3352	None	None	M14																								
624	M307	0.927	0.038	409.1734	None	None	M307,M10	M10	0.052000000000000005	0.665																					
625	M249	0.973	0.033	228.2312	None	None	M249																								
626	M356	0.879	0.597	610.6221	None	None	M356,M117	M117	0.115	0.649																					
627	M26	0.951	0.862	684.2	None	None	M26																								
628	M41	0.32799999999999996	0.19699999999999998	193.1578	None	None	M41,M378,M110,M371,M346	M378	0.32	0.726	M110	0.10300000000000001	0.618	M371	0.096	0.914	M346	0.076	0.768												
629	M166	0.29	0.46799999999999997	211.1683	None	None	M166,M378,M330,M110,M253,M346,M137	M378	0.22699999999999998	0.722	M330	0.139	0.321	M110	0.083	0.597	M253	0.055999999999999994	0.42200000000000004	M346	0.054000000000000006	0.764	M137	0.052000000000000005	0.557						
63	M58	0.731	0.067	302.3036	None	None	M58,M81,M137	M81	0.10800000000000001	0.068	M137	0.057	0.792																		
630	M30	0.498	0.076	371.3253	None	None	M30,M231	M231	0.489	0.036000000000000004																					
631	M192	0.6559999999999999	0.602	173.1317	None	None	M192,M152	M152	0.266	0.609																					
632	M247	0.8959999999999999	0.063	332.3295	None	None	M247,M322	M322	0.069	0.797																					
633	M314	0.415	0.371	376.3043	None	None	M314,M354,M110,M386	M354	0.215	0.737	M110	0.146	0.513	M386	0.083	0.7509999999999999															
634	M264	0.251	0.38799999999999996	335.2927	None	None	M264,M137,M220,M110,M0	M137	0.212	0.81	M220	0.16699999999999998	0.53	M110	0.076	0.47	M0	0.068	0.66												
635	M302	0.574	0.105	409.3771	None	None	M302,M10	M10	0.39799999999999996	0.738																					
