Document	Motif	Probability	Overlap Score	Precursor Mass	Retention Time	Document Annotation	Motif_consensus	Motif_2	Proba_2	Overl_2	Motif_3	Proba_3	Overl_3	Motif_4	Proba_4	Overl_4	Motif_5	Proba_5	Overl_5	Motif_6	Proba_6	Overl_6	Motif_7	Proba_7	Overl_7	Motif_8	Proba_8	Overl_8	Motif_9	Proba_9	Overl_9
3400	M71	0.524	0.833	510.8008	None	None	M71,M198,M202	M198	0.2	0.539	M202	0.095	0.8290000000000001																		
3401	M255	0.499	0.43200000000000005	526.4283	None	None	M255,M202,M230,M47	M202	0.335	0.579	M230	0.10099999999999999	0.755	M47	0.053	0.893															
3402	M38	0.58	0.031	354.096	None	None	M38,M371	M371	0.379	0.914																					
3403	M168	0.897	0.289	320.1477	None	None	M168																								
3404	M71	0.7240000000000001	0.8270000000000001	644.455	None	None	M71,M230,M202	M230	0.121	0.721	M202	0.11900000000000001	0.8340000000000001																		
3405	M23	0.602	0.08900000000000001	189.1378	None	None	M23,M110,M293	M110	0.165	0.6890000000000001	M293	0.128	0.379																		
3406	M128	0.93	0.256	505.3079	None	None	M128																								
3407	M381	0.48100000000000004	0.5710000000000001	566.2933	None	None	M381,M160	M160	0.27899999999999997	0.627																					
3408	M71	0.503	0.8340000000000001	514.3192	None	None	M71,M40	M40	0.368	0.172																					
3409	M121	0.934	0.145	220.0962	None	None	M121																								
341	M354	0.535	0.6859999999999999	333.2981	None	None	M354,M230,M225,M202	M230	0.212	0.828	M225	0.174	0.048	M202	0.078	0.218															
3410	M274	0.452	0.341	504.2564	None	None	M274,M160,M95	M160	0.161	0.465	M95	0.096	0.289																		
3411	M106	0.43200000000000005	0.076	305.2668	None	None	M106,M354,M230,M202	M354	0.23199999999999998	0.5770000000000001	M230	0.149	0.74	M202	0.079	0.359															
3412	M309	0.9940000000000001	0.16699999999999998	319.0688	None	None	M309																								
3413	M71	0.373	0.85	470.2935	None	None	M71,M40,M91,M95	M40	0.285	0.183	M91	0.106	0.13	M95	0.063	0.446															
3414	M289	0.883	0.579	462.2456	None	None	M289																								
3415	M198	0.591	0.579	1150.6604	None	None	M198,M71,M202	M71	0.22399999999999998	0.772	M202	0.084	0.816																		
3416	M71	0.521	0.835	558.3455	None	None	M71,M40	M40	0.386	0.157																					
3417	M198	0.753	0.72	1048.5938	None	None	M198,M202	M202	0.141	0.772																					
3418	M194	0.997	0.054000000000000006	477.3642	None	None	M194																								
3419	M71	0.4	0.8420000000000001	382.2417	None	None	M71,M91,M40,M177	M91	0.23199999999999998	0.233	M40	0.18899999999999997	0.18	M177	0.09	0.361															
342	M272	0.885	0.16899999999999998	422.2516	None	None	M272,M33	M33	0.078	0.431																					
3420	M71	0.313	0.847	426.2681	None	None	M71,M91,M40,M383,M127	M91	0.244	0.289	M40	0.172	0.171	M383	0.113	0.28800000000000003	M127	0.094	0.209												
3421	M160	0.385	0.733	548.3195	None	None	M160,M263,M134	M263	0.284	0.39799999999999996	M134	0.087	0.25																		
3422	M309	0.773	0.128	319.1273	None	None	M309,M371	M371	0.179	0.8909999999999999																					
3423	M19	0.965	0.046	263.1741	None	None	M19																								
3424	M164	0.579	0.031	360.2148	None	None	M164,M285,M96	M285	0.27399999999999997	0.409	M96	0.084	0.722																		
3425	M162	0.48700000000000004	0.162	536.2467	None	None	M162,M160	M160	0.299	0.435																					
3426	M61	0.9329999999999999	0.225	362.1942	None	None	M61																								
3427	M44	0.303	0.10800000000000001	518.3086	None	None	M44,M160,M232,M205,M245	M160	0.11599999999999999	0.363	M232	0.092	0.38	M205	0.059000000000000004	0.134	M245	0.055	0.713												
3428	M328	0.535	0.39299999999999996	410.273	None	None	M328,M71,M91	M71	0.313	0.836	M91	0.10300000000000001	0.129																		
3429	M307	0.8009999999999999	0.126	195.137	None	None	M307,M35	M35	0.132	0.248																					
343	M115	0.513	0.021	343.2942	None	None	M115,M231,M337	M231	0.419	0.034	M337	0.055	0.731																		
3430	M143	0.774	0.084	329.242	None	None	M143,M95,M197	M95	0.064	0.5820000000000001	M197	0.055	0.391																		
3431	M160	0.4	0.741	564.3143	None	None	M160,M22,M232	M22	0.201	0.16399999999999998	M232	0.055	0.20600000000000002																		
3432	M267	0.27	0.044000000000000004	471.272	None	None	M267,M160,M232,M288	M160	0.14300000000000002	0.308	M232	0.099	0.32299999999999995	M288	0.057	0.3															
3433	M252	0.9470000000000001	0.537	482.3664	None	None	M252,M202	M202	0.052000000000000005	0.8590000000000001																					
3434	M91	0.539	0.191	456.3146	None	None	M91,M160,M345,M108	M160	0.068	0.408	M345	0.066	0.235	M108	0.065	0.358															
3435	M91	0.593	0.354	398.2731	None	None	M91,M383,M384	M383	0.198	0.315	M384	0.079	0.23800000000000002																		
3436	M198	0.52	0.065	514.356	None	None	M198,M384,M160	M384	0.109	0.19399999999999998	M160	0.077	0.306																		
3437	M118	0.975	0.05	496.3601	None	None	M118																								
3438	M337	0.344	0.7390000000000001	550.3349	None	None	M337,M134,M301,M232,M386	M134	0.107	0.078	M301	0.062	0.657	M232	0.061	0.14800000000000002	M386	0.06	0.825												
3439	M396	0.903	0.6629999999999999	1445.0618	None	None	M396,M7	M7	0.09699999999999999	0.7190000000000001																					
344	M148	1.0	0.11699999999999999	416.3716	None	None	M148																								
3440	M370	0.611	0.205	375.2049	None	None	M370,M259,M345	M259	0.158	0.457	M345	0.076	0.34600000000000003																		
3441	M223	0.9990000000000001	0.38799999999999996	710.5333	None	None	M223																								
3442	M10	0.897	0.78	567.471	None	None	M10,M137	M137	0.054000000000000006	0.8540000000000001																					
3443	M391	0.376	0.32799999999999996	526.226	None	None	M391,M108,M95,M384,M160,M325	M108	0.135	0.40299999999999997	M95	0.08199999999999999	0.22399999999999998	M384	0.076	0.133	M160	0.062	0.24	M325	0.062	0.16									
3444	M328	0.561	0.397	410.273	None	None	M328,M71,M91	M71	0.308	0.836	M91	0.055	0.081																		
3445	M146	0.843	0.027999999999999997	469.2196	None	None	M146,M301,M382	M301	0.063	0.638	M382	0.053	0.589																		
3446	M223	0.948	0.535	603.3299	None	None	M223																								
3447	M360	0.282	0.13699999999999998	532.2881	None	None	M360,M160,M95,M5	M160	0.27	0.555	M95	0.09300000000000001	0.22399999999999998	M5	0.08	0.317															
3448	M50	0.636	0.253	462.2456	None	None	M50,M205,M210	M205	0.059000000000000004	0.159	M210	0.051	0.41																		
3449	M135	0.812	0.091	459.1984	None	None	M135,M94	M94	0.067	0.08199999999999999																					
345	M297	0.8740000000000001	0.034	200.1999	None	None	M297																								
3450	M286	0.6509999999999999	0.055	471.2351	None	None	M286,M171,M301,M137	M171	0.10099999999999999	0.1	M301	0.068	0.635	M137	0.052000000000000005	0.892															
3451	M170	0.852	0.05	441.2258	None	None	M170,M148	M148	0.061	0.174																					
3452	M328	0.36700000000000005	0.35600000000000004	542.3505	None	None	M328,M71,M151	M71	0.35700000000000004	0.828	M151	0.057999999999999996	0.139																		
3453	M163	0.884	0.192	586.4135	None	None	M163,M7	M7	0.053	0.7190000000000001																					
3454	M134	0.33299999999999996	0.121	217.1578	None	None	M134,M200,M241,M41,M1,M152	M200	0.247	0.054000000000000006	M241	0.08900000000000001	0.555	M41	0.067	0.081	M1	0.063	0.16699999999999998	M152	0.051	0.622									
3455	M50	0.8320000000000001	0.521	480.2202	None	None	M50,M219	M219	0.052000000000000005	0.828																					
3456	M71	0.517	0.841	338.2157	None	None	M71,M40,M225	M40	0.289	0.159	M225	0.133	0.025																		
3457	M63	0.441	0.265	524.2102	None	None	M63,M108,M325,M95	M108	0.21100000000000002	0.54	M325	0.135	0.16899999999999998	M95	0.077	0.20600000000000002															
3458	M253	0.7759999999999999	0.341	295.2002	None	None	M253,M19,M96	M19	0.11599999999999999	0.043	M96	0.10400000000000001	0.722																		
3459	M196	0.419	0.251	451.3873	None	None	M196,M10,M96,M237	M10	0.22899999999999998	0.7659999999999999	M96	0.205	0.7240000000000001	M237	0.081	0.741															
346	M184	0.889	0.698	344.3145	None	None	M184,M334	M334	0.09300000000000001	0.109																					
3460	M328	0.365	0.363	454.299	None	None	M328,M71,M91	M71	0.257	0.8370000000000001	M91	0.085	0.134																		
3461	M134	0.313	0.38799999999999996	550.2989	None	None	M134,M160,M232,M207	M160	0.289	0.486	M232	0.077	0.255	M207	0.055	0.43700000000000006															
3462	M50	0.635	0.024	306.241	None	None	M50,M322	M322	0.337	0.807																					
3463	M291	0.9940000000000001	0.018000000000000002	324.2669	None	None	M291																								
3464	M328	0.46	0.366	498.3245	None	None	M328,M71,M95	M71	0.326	0.836	M95	0.055	0.228																		
3465	M243	0.247	0.026000000000000002	532.2883	None	None	M243,M95,M30,M160,M346	M95	0.14	0.221	M30	0.128	0.715	M160	0.127	0.18600000000000003	M346	0.063	0.7440000000000001												
3466	M308	0.585	0.45399999999999996	567.294	None	None	M308,M160,M346,M110	M160	0.10800000000000001	0.2	M346	0.07200000000000001	0.825	M110	0.07	0.457															
3467	M322	0.5379999999999999	0.882	198.1268	None	None	M322,M283	M283	0.43	0.063																					
3468	M210	0.9159999999999999	0.034	209.2003	None	None	M210,M114	M114	0.08	0.198																					
3469	M8	0.7	0.214	181.1003	None	None	M8,M259	M259	0.298	0.35100000000000003																					
347	M152	0.88	0.018000000000000002	214.252	None	None	M152,M137	M137	0.065	0.8220000000000001																					
3470	M17	0.946	0.086	212.1173	None	None	M17,M47	M47	0.054000000000000006	0.9229999999999999																					
3471	M190	0.36	0.301	342.1897	None	None	M190,M273,M160,M201,M377,M219	M273	0.135	0.43700000000000006	M160	0.067	0.465	M201	0.059000000000000004	0.18600000000000003	M377	0.057999999999999996	0.26	M219	0.055999999999999994	0.71									
3472	M334	0.364	0.441	366.3204	None	None	M334,M202,M181,M230,M47	M202	0.21600000000000003	0.892	M181	0.152	0.145	M230	0.11900000000000001	0.794	M47	0.11	0.922												
3473	M197	0.903	0.39899999999999997	412.3767	None	None	M197,M371	M371	0.053	0.9129999999999999																					
3474	M48	1.0	0.311	736.5394	None	None	M48																								
3475	M357	0.37200000000000005	0.126	360.1273	None	None	M357,M377,M162	M377	0.345	0.667	M162	0.121	0.17300000000000001																		
3476	M22	0.204	0.18	466.2412	None	None	M22,M42,M273,M214,M93,M95	M42	0.153	0.28300000000000003	M273	0.11800000000000001	0.43700000000000006	M214	0.096	0.125	M93	0.09	0.139	M95	0.065	0.298									
3477	M205	0.785	0.67	478.2408	None	None	M205																								
3478	M48	1.0	0.311	736.5395	None	None	M48																								
3479	M18	0.401	0.121	480.2932	None	None	M18,M160,M128	M160	0.055999999999999994	0.32	M128	0.053	0.7829999999999999																		
348	M92	0.9990000000000001	0.265	262.1636	None	None	M92																								
3480	M303	0.40700000000000003	0.495	534.3037	None	None	M303,M160,M232,M288	M160	0.23	0.523	M232	0.083	0.35200000000000004	M288	0.051	0.326															
3481	M113	0.278	0.299	552.2415	None	None	M113,M108,M160,M384,M95	M108	0.201	0.529	M160	0.129	0.40399999999999997	M384	0.08199999999999999	0.142	M95	0.063	0.154												
3482	M93	0.752	0.35	438.2095	None	None	M93																								
3483	M234	0.625	0.06	405.2073	None	None	M234,M259,M337	M259	0.095	0.349	M337	0.054000000000000006	0.731																		
3484	M265	0.307	0.22899999999999998	538.2983	None	None	M265,M160,M95	M160	0.18899999999999997	0.418	M95	0.151	0.36																		
3485	M179	0.256	0.033	335.2185	None	None	M179,M202,M147,M230,M334	M202	0.177	0.887	M147	0.08800000000000001	0.19899999999999998	M230	0.083	0.736	M334	0.055	0.345												
3486	M134	0.433	0.547	548.3191	None	None	M134,M160	M160	0.28300000000000003	0.561																					
3487	M32	0.665	0.309	492.22	None	None	M32,M95	M95	0.154	0.508																					
3488	M17	0.5760000000000001	0.138	452.2755	None	None	M17,M220,M232	M220	0.099	0.48200000000000004	M232	0.055	0.271																		
3489	M70	0.512	0.578	522.3039	None	None	M70,M160	M160	0.35700000000000004	0.72																					
349	M329	0.976	0.84	888.5576	None	None	M329																								
3490	M213	0.42700000000000005	0.054000000000000006	420.3451	None	None	M213,M137,M0,M220	M137	0.21899999999999997	0.868	M0	0.18100000000000002	0.841	M220	0.11699999999999999	0.35200000000000004															
3491	M175	0.8859999999999999	0.040999999999999995	639.2785	None	None	M175,M157	M157	0.065	0.585																					
3492	M370	0.54	0.12300000000000001	379.2824	None	None	M370,M96,M281,M110,M314	M96	0.10800000000000001	0.62	M281	0.095	0.151	M110	0.092	0.632	M314	0.08800000000000001	0.23												
3493	M221	0.87	0.057999999999999996	400.246	None	None	M221,M315	M315	0.061	0.107																					
3494	M163	0.9159999999999999	0.19399999999999998	644.455	None	None	M163,M7	M7	0.055	0.7190000000000001																					
3495	M163	0.47700000000000004	0.217	412.2887	None	None	M163,M91,M383	M91	0.242	0.257	M383	0.084	0.235																		
3496	M163	0.785	0.20199999999999999	470.3302	None	None	M163																								
3497	M185	0.396	0.145	346.2575	None	None	M185,M219,M285,M220,M131	M219	0.131	0.607	M285	0.066	0.428	M220	0.063	0.425	M131	0.06	0.18												
3498	M163	0.866	0.195	528.3715	None	None	M163,M7	M7	0.062	0.7190000000000001																					
3499	M37	0.374	0.04	496.3976	None	None	M37,M202,M195	M202	0.349	0.955	M195	0.19	0.255																		
35	M360	0.348	0.198	480.1547	None	None	M360,M26,M169,M119	M26	0.27	0.6990000000000001	M169	0.192	0.207	M119	0.19	0.465															
350	M2	0.54	0.244	309.2253	None	None	M2,M396,M95	M396	0.29	0.48700000000000004	M95	0.087	0.589																		
3500	M163	0.505	0.201	354.2472	None	None	M163,M91,M45	M91	0.248	0.239	M45	0.073	0.172																		
3501	M111	0.7040000000000001	0.474	510.2675	None	None	M111,M95	M95	0.127	0.366																					
3502	M95	0.355	0.541	552.2777	None	None	M95,M266,M382	M266	0.332	0.782	M382	0.061	0.747																		
3503	M138	0.382	0.405	361.1628	None	None	M138,M256,M147,M345	M256	0.213	0.301	M147	0.113	0.276	M345	0.075	0.217															
3504	M118	0.628	0.39399999999999996	283.2249	None	None	M118,M110,M96,M220	M110	0.095	0.602	M96	0.08	0.823	M220	0.059000000000000004	0.465															
3505	M229	0.6890000000000001	0.568	492.2198	None	None	M229,M108,M186	M108	0.13699999999999998	0.535	M186	0.054000000000000006	0.89																		
3506	M134	0.45799999999999996	0.7070000000000001	550.335	None	None	M134,M160	M160	0.344	0.632																					
3507	M195	0.763	0.078	388.1588	None	None	M195,M285	M285	0.21899999999999997	0.6829999999999999																					
3508	M102	0.35600000000000004	0.261	536.3192	None	None	M102,M160,M232	M160	0.204	0.381	M232	0.113	0.35100000000000003																		
3509	M12	0.254	0.225	492.2199	None	None	M12,M199,M374,M46,M95	M199	0.16399999999999998	0.11	M374	0.105	0.133	M46	0.10400000000000001	0.113	M95	0.091	0.265												
351	M202	0.48200000000000004	0.667	932.5842	None	None	M202,M329,M191	M329	0.312	0.37200000000000005	M191	0.10300000000000001	0.016																		
3510	M328	0.693	0.185	518.4023	None	None	M328,M293,M110,M137	M293	0.092	0.374	M110	0.067	0.155	M137	0.053	0.723															
3511	M311	0.299	0.267	552.2783	None	None	M311,M160,M108,M95	M160	0.156	0.349	M108	0.12	0.265	M95	0.106	0.19699999999999998															
3512	M257	0.9990000000000001	0.036000000000000004	607.2887	None	None	M257																								
3513	M349	0.6809999999999999	0.165	524.3199	None	None	M349,M160,M337	M160	0.102	0.402	M337	0.07200000000000001	0.74																		
3514	M118	0.29	0.13699999999999998	464.2252	None	None	M118,M12,M95	M12	0.275	0.23	M95	0.091	0.247																		
3515	M202	0.5720000000000001	0.852	1184.8644	None	None	M202,M356,M329	M356	0.287	0.293	M329	0.10300000000000001	0.14300000000000002																		
3516	M331	0.589	0.8140000000000001	443.2037	None	None	M331,M382,M241,M288	M382	0.069	0.777	M241	0.06	0.486	M288	0.057999999999999996	0.225															
3517	M304	0.91	0.9009999999999999	492.2198	None	None	M304																								
3518	M171	0.701	0.695	578.2937	None	None	M171,M241	M241	0.07200000000000001	0.5																					
3519	M270	0.769	0.165	291.1209	None	None	M270,M96	M96	0.184	0.7509999999999999																					
352	M370	0.486	0.124	668.427	None	None	M370,M202,M329	M202	0.413	0.875	M329	0.069	0.175																		
3520	M214	0.7020000000000001	0.39	466.2411	None	None	M214,M188	M188	0.083	0.698																					
3521	M189	0.924	0.13699999999999998	443.2038	None	None	M189																								
